Number,Movie,IMDB-link,Bechdel-Rating,Release-Year,Directors,Writers
6291,Out of Africa  ,http://us.imdb.com/title/tt0089755/,3,1985,['Sydney Pollack'],"['Karen Blixen', 'Judith Thurman']"
6292,Phenomena  ,http://us.imdb.com/title/tt0087909/,3,1985,['Dario Argento'],"['Dario Argento', 'Franco Ferrini']"
6293,Police Academy 2: Their First Assignment ,http://us.imdb.com/title/tt0089822/,1,1985,"['Jerry Paris', 'James Signorelli']","['Neal Israel', 'Pat Proft']"
6294,Purple Rose of Cairo  ,http://us.imdb.com/title/tt0089853/,3,1985,['Woody Allen'],['Woody Allen']
6295,The Quiet Earth  ,http://us.imdb.com/title/tt0089869/,0,1985,['Geoff Murphy'],"['Craig Harrison', 'Bill Baer']"
6296,Rambo: First Blood Part II  ,http://us.imdb.com/title/tt0089880/,0,1985,['George P. Cosmatos'],"['David Morrell', 'Kevin Jarre']"
6297,Ran  ,http://us.imdb.com/title/tt0089881/,1,1985,['Akira Kurosawa'],"['Akira Kurosawa', 'Hideo Oguni']"
6298,Re-Animator  ,http://us.imdb.com/title/tt0089885/,0,1985,['Stuart Gordon'],"['H.P. Lovecraft', 'Dennis Paoli']"
6299,Real Genius  ,http://us.imdb.com/title/tt0089886/,1,1985,['Martha Coolidge'],"['Neal Israel', 'Neal Israel']"
6300,Red Sonja   ,http://us.imdb.com/title/tt0089893/,3,1985,['Richard Fleischer'],"['Robert E. Howard', 'Clive Exton']"
6301,Return to Oz  ,http://us.imdb.com/title/tt0089908/,3,1985,['Walter Murch'],"['Walter Murch', 'Gill Dennis']"
6302,Rocky IV  ,http://us.imdb.com/title/tt0089927/,2,1985,['Sylvester Stallone'],['Sylvester Stallone']
6303,Sans toi ni loi (Vagabond)  ,http://us.imdb.com/title/tt0089960/,3,1985,['Agnès Varda'],['Agnès Varda']
6304,Spies Like Us  ,http://us.imdb.com/title/tt0090056/,1,1985,['John Landis'],"['Dan Aykroyd', 'Dave Thomas']"
6305,Starchaser: The Legend of Orin  ,http://us.imdb.com/title/tt0090065/,1,1985,['Steven Hahn'],['Jeffrey Scott']
6306,The Sure Thing  ,http://us.imdb.com/title/tt0090103/,3,1985,['Rob Reiner'],"['Steve Bloom', 'Jonathan Roberts']"
6307,Sweet Dreams  ,http://us.imdb.com/title/tt0090110/,3,1985,['Karel Reisz'],['Robert Getchell']
6308,Tampopo ,http://us.imdb.com/title/tt0092048/,1,1985,['Jûzô Itami'],['Jûzô Itami']
6309,Tomo yo shizukani nemure  ,http://us.imdb.com/title/tt0380761/,2,1985,['Yôichi Sai'],"['Kenzo Kitakata', 'Shoichi Maruyama']"
6310,The Treasure of Swamp Castle ,http://us.imdb.com/title/tt0137226/,2,1985,['Attila Dargay'],"['Attila Dargay', 'Mór Jókai']"
6311,The Trip To Bountiful ,http://us.imdb.com/title/tt0090203/,3,1985,['Peter Masterson'],"['Horton Foote', 'Horton Foote']"
6312,Weird Science  ,http://us.imdb.com/title/tt0090305/,3,1985,['John Hughes'],['John Hughes']
6313,Wetherby ,http://us.imdb.com/title/tt0090310/,3,1985,['David Hare'],['David Hare']
6314,White Nights ,http://us.imdb.com/title/tt0090319/,1,1985,['Taylor Hackford'],"['James Goldman', 'Eric Hughes']"
6315,Witness  ,http://us.imdb.com/title/tt0090329/,3,1985,['Peter Weir'],"['William Kelley', 'Pamela Wallace']"
6316,2010,http://us.imdb.com/title/tt0086837/,1,1984,['Peter Hyams'],"['Arthur C. Clarke', 'Peter Hyams']"
6317,A nightmare on Elm Street  ,http://us.imdb.com/title/tt0087800/,3,1984,['Wes Craven'],['Wes Craven']
6318,A Passage to India  ,http://us.imdb.com/title/tt0087892/,3,1984,['David Lean'],"['E.M. Forster', 'E.M. Forster']"
6319,A Private Function  ,http://us.imdb.com/title/tt0089838/,3,1984,['Malcolm Mowbray'],"['Alan Bennett', 'Alan Bennett']"
6320,A Soldier's Story  ,http://us.imdb.com/title/tt0088146/,0,1984,['Norman Jewison'],"['Charles Fuller', 'Charles Fuller']"
6321,The Adventures of Buckaroo Banzai Across the 8th Dimension  ,http://us.imdb.com/title/tt0086856/,3,1984,['W.D. Richter'],['Earl Mac Rauch']
6322,Amadeus  ,http://us.imdb.com/title/tt0086879/,3,1984,['Milos Forman'],"['Peter Shaffer', 'Peter Shaffer']"
6323,Angel  ,http://us.imdb.com/title/tt0086896/,3,1984,"[""Robert Vincent O'Neill""]","[""Robert Vincent O'Neill"", 'Joseph Michael Cala']"
6324,Another Country  ,http://us.imdb.com/title/tt0086904/,0,1984,['Marek Kanievska'],"['Julian Mitchell', 'Julian Mitchell']"
6325,Bachelor Party  ,http://us.imdb.com/title/tt0086927/,3,1984,['Neal Israel'],"['Bob Israel', 'Neal Israel']"
6326,Best Defense ,http://us.imdb.com/title/tt0086955/,2,1984,['Willard Huyck'],"['Robert Grossbach', 'Gloria Katz']"
6327,Beverly Hills Cop  ,http://us.imdb.com/title/tt0086960/,0,1984,['Martin Brest'],"['Daniel Petrie Jr.', 'Danilo Bach']"
6328,Blame It on Rio  ,http://us.imdb.com/title/tt0086973/,3,1984,['Stanley Donen'],"['Charlie Peters', 'Larry Gelbart']"
6329,Blood Simple.  ,http://us.imdb.com/title/tt0086979/,1,1984,"['Joel Coen', 'Ethan Coen']","['Joel Coen', 'Ethan Coen']"
6330,Body Double  ,http://us.imdb.com/title/tt0086984/,2,1984,['Brian De Palma'],"['Robert J. Avrech', 'Brian De Palma']"
6331,The Bostonians  ,http://us.imdb.com/title/tt0086992/,3,1984,['James Ivory'],"['Henry James', 'Ruth Prawer Jhabvala']"
6332,Children of the Corn  ,http://us.imdb.com/title/tt0087050/,3,1984,['Fritz Kiersch'],"['Stephen King', 'George Goldsmith']"
6333,Conan the Destroyer  ,http://us.imdb.com/title/tt0087078/,3,1984,['Richard Fleischer'],"['Robert E. Howard', 'Roy Thomas']"
6334,Dune  ,http://us.imdb.com/title/tt0087182/,3,1984,['David Lynch'],"['Frank Herbert', 'David Lynch']"
6335,El pico 2  ,http://us.imdb.com/title/tt0087913/,1,1984,['Eloy de la Iglesia'],"['Gonzalo Goicoechea', 'Fermín Cabal']"
6336,Friday the 13th Part IV: The Final Chapter  ,http://us.imdb.com/title/tt0087298/,3,1984,['Joseph Zito'],"['Victor Miller', 'Ron Kurz']"
6337,Ghostbusters  ,http://us.imdb.com/title/tt0087332/,2,1984,['Ivan Reitman'],"['Dan Aykroyd', 'Harold Ramis']"
6338,Godzilla 1985  ,http://us.imdb.com/title/tt0087344/,0,1984,"['Koji Hashimoto', 'R.J. Kizer']","['Hideichi Nagahara', 'Tomoyuki Tanaka']"
6339,Gremlins  ,http://us.imdb.com/title/tt0087363/,1,1984,['Joe Dante'],['Chris Columbus']
6340,The Ice Pirates ,http://us.imdb.com/title/tt0087451/,2,1984,['Stewart Raffill'],"['Stewart Raffill', 'Stanford Sherman']"
6341,Indiana Jones and the Temple of Doom  ,http://us.imdb.com/title/tt0087469/,0,1984,['Steven Spielberg'],"['Willard Huyck', 'Gloria Katz']"
6342,The Jewel in the Crown ,http://us.imdb.com/title/tt0086739/,3,None,"['Tim Pigott-Smith', 'Geraldine James', 'Wendy Morgan', 'See full cast & crew']",None
6343,Johnny Dangerously  ,http://us.imdb.com/title/tt0087507/,3,1984,['Amy Heckerling'],"['Harry Colomby', 'Jeff Harris']"
6344,The Karate Kid  ,http://us.imdb.com/title/tt0087538/,3,1984,['John G. Avildsen'],['Robert Mark Kamen']
6345,Kaze no tani no Naushika  ,http://us.imdb.com/title/tt0087544/,3,1984,['Hayao Miyazaki'],"['Hayao Miyazaki', 'Hayao Miyazaki']"
6346,The Last Starfighter  ,http://us.imdb.com/title/tt0087597/,3,1984,['Nick Castle'],['Jonathan R. Betuel']
6347,Los santos inocentes  ,http://us.imdb.com/title/tt0088040/,3,1984,['Mario Camus'],"['Miguel Delibes', 'Antonio Larreta']"
6348,Love Streams  ,http://us.imdb.com/title/tt0087644/,3,1984,['John Cassavetes'],"['Ted Allan', 'Ted Allan']"
6349,The Muppets Take Manhattan  ,http://us.imdb.com/title/tt0087755/,3,1984,['Frank Oz'],"['Tom Patchett', 'Jay Tarses']"
6350,The Natural  ,http://us.imdb.com/title/tt0087781/,1,1984,['Barry Levinson'],"['Bernard Malamud', 'Roger Towne']"
6351,The Neverending Story  ,http://us.imdb.com/title/tt0088323/,1,1984,['Wolfgang Petersen'],"['Wolfgang Petersen', 'Herman Weigel']"
6352,Night of the Comet   ,http://us.imdb.com/title/tt0087799/,3,1984,['Thom Eberhardt'],['Thom Eberhardt']
6353,Nineteen Eighty-Four ,http://us.imdb.com/title/tt0087803/,1,1984,['Michael Radford'],"['George Orwell', 'Michael Radford']"
6354,Non ci resta che piangere ,http://us.imdb.com/title/tt0087814/,1,1984,"['Roberto Benigni', 'Massimo Troisi']","['Roberto Benigni', 'Roberto Benigni']"
6355,Once Upon A Time In America  ,http://us.imdb.com/title/tt0087843/,1,1984,['Sergio Leone'],"['Harry Grey', 'Leonardo Benvenuti']"
6356,"Paris, Texas  ",http://us.imdb.com/title/tt0087884/,1,1984,['Wim Wenders'],"['L.M. Kit Carson', 'Sam Shepard']"
6357,The Philadelphia Experiment ,http://us.imdb.com/title/tt0087910/,1,1984,['Stewart Raffill'],"['Michael Janover', 'William Gray']"
6358,Poison for the Fairies  ,http://us.imdb.com/title/tt0135033/,3,1985,['Carlos Enrique Taboada'],"['Carlos Enrique Taboada', 'Carlos Enrique Taboada']"
6359,Police Academy  ,http://us.imdb.com/title/tt0087928/,3,1984,['Hugh Wilson'],"['Neal Israel', 'Pat Proft']"
6360,Protocol ,http://us.imdb.com/title/tt0087951/,3,1984,['Herbert Ross'],"['Buck Henry', 'Charles Shyer']"
6361,Purple Rain  ,http://us.imdb.com/title/tt0087957/,3,1984,['Albert Magnoli'],"['Albert Magnoli', 'William Blinn']"
6362,Razorback  ,http://us.imdb.com/title/tt0087981/,1,1984,['Russell Mulcahy'],"['Peter Brennan', 'Everett De Roche']"
6363,Repo Man  ,http://us.imdb.com/title/tt0087995/,2,1984,['Alex Cox'],['Alex Cox']
6364,Revenge of the Nerds  ,http://us.imdb.com/title/tt0088000/,1,1984,['Jeff Kanew'],"['Tim Metcalfe', 'Miguel Tejada-Flores']"
6365,Secret Places ,http://us.imdb.com/title/tt0088075/,3,1984,['Zelda Barron'],"['Zelda Barron', 'Janice Elliott']"
6366,"Silent Night, Deadly Night  ",http://us.imdb.com/title/tt0088117/,3,1984,['Charles E. Sellier Jr.'],"['Paul Caimi', 'Michael Hickey']"
6367,Sixteen Candles ,http://us.imdb.com/title/tt0088128/,3,1984,['John Hughes'],['John Hughes']
6368,Splash  ,http://us.imdb.com/title/tt0088161/,1,1984,['Ron Howard'],"['Brian Grazer', 'Bruce Jay Friedman']"
6369,Star Trek III: The Search for Spock ,http://us.imdb.com/title/tt0088170/,1,1984,['Leonard Nimoy'],"['Gene Roddenberry', 'Harve Bennett']"
6370,Starman ,http://us.imdb.com/title/tt0088172/,0,1984,['John Carpenter'],"['Bruce A. Evans', 'Raynold Gideon']"
6371,Supergirl  ,http://us.imdb.com/title/tt0088206/,3,1984,['Jeannot Szwarc'],['David Odell']
6372,The Terminator  ,http://us.imdb.com/title/tt0088247/,3,1984,['James Cameron'],"['James Cameron', 'Gale Anne Hurd']"
6373,This Is Spinal Tap  ,http://us.imdb.com/title/tt0088258/,1,1984,['Rob Reiner'],"['Christopher Guest', 'Michael McKean']"
6374,Top Secret!  ,http://us.imdb.com/title/tt0088286/,0,1984,"['Jim Abrahams', 'David Zucker', '1 more credit']","['Jim Abrahams', 'David Zucker']"
6375,Trancers  ,http://us.imdb.com/title/tt0090192/,1,1984,['Charles Band'],"['Danny Bilson', 'Paul De Meo']"
6376,What Have I Done to Deserve This? ,http://us.imdb.com/title/tt0088461/,3,1984,['Pedro Almodóvar'],['Pedro Almodóvar']
6377,The 4th Man ,http://us.imdb.com/title/tt0086543/,1,1983,['Paul Verhoeven'],"['Gerard Reve', 'Gerard Soeteman']"
6378,A Christmas Story  ,http://us.imdb.com/title/tt0085334/,1,1983,['Bob Clark'],"['Jean Shepherd', 'Jean Shepherd']"
6379,The Ballad of Narayama  ,http://us.imdb.com/title/tt0084390/,3,1983,['Shôhei Imamura'],"['Shôhei Imamura', 'Shichirô Fukazawa']"
6380,Barefoot Gen  ,http://us.imdb.com/title/tt0085218/,3,1983,['Mori Masaki'],['Keiji Nakazawa']
6381,Born in Flames  ,http://us.imdb.com/title/tt0085267/,3,1983,['Lizzie Borden'],"['Lizzie Borden', 'Ed Bowes']"
6382,Breathless  ,http://us.imdb.com/title/tt0085276/,0,1983,['Jim McBride'],"['François Truffaut', 'Jean-Luc Godard']"
6383,Christine ,http://us.imdb.com/title/tt0085333/,1,1983,['John Carpenter'],"['Stephen King', 'Bill Phillips']"
6384,Cujo  ,http://us.imdb.com/title/tt0085382/,3,1983,['Lewis Teague'],"['Stephen King', 'Don Carlos Dunaway']"
6385,Dark Habits  ,http://us.imdb.com/title/tt0085496/,3,1983,['Pedro Almodóvar'],['Pedro Almodóvar']
6386,The Dead Zone ,http://us.imdb.com/title/tt0085407/,1,1983,['David Cronenberg'],"['Jeffrey Boam', 'Stephen King']"
6387,Educating Rita  ,http://us.imdb.com/title/tt0085478/,3,1983,['Lewis Gilbert'],['Willy Russell']
6388,El Norte  ,http://us.imdb.com/title/tt0085482/,3,1983,['Gregory Nava'],"['Gregory Nava', 'Anna Thomas']"
6389,El pico ,http://us.imdb.com/title/tt0086104/,1,1983,['Eloy de la Iglesia'],"['Gonzalo Goicoechea', 'Eloy de la Iglesia']"
6390,Flashdance  ,http://us.imdb.com/title/tt0085549/,3,1983,['Adrian Lyne'],"['Thomas Hedley Jr.', 'Joe Eszterhas']"
6391,Go for It  ,http://us.imdb.com/title/tt0085601/,0,1983,['Enzo Barboni'],['Marco Barboni']
6392,Hercules  ,http://us.imdb.com/title/tt0085672/,3,1983,['Luigi Cozzi'],['Luigi Cozzi']
6393,The Hunger  ,http://us.imdb.com/title/tt0085701/,3,1983,['Tony Scott'],"['Ivan Davis', 'Michael Thomas']"
6394,Jaws 3-D  ,http://us.imdb.com/title/tt0085750/,3,1983,['Joe Alves'],"['Peter Benchley', 'Richard Matheson']"
6395,Krull  ,http://us.imdb.com/title/tt0085811/,1,1983,['Peter Yates'],['Stanford Sherman']
6396,Lianna  ,http://us.imdb.com/title/tt0085838/,3,1983,['John Sayles'],['John Sayles']
6397,Local Hero  ,http://us.imdb.com/title/tt0085859/,1,1983,['Bill Forsyth'],['Bill Forsyth']
6398,Los renglones torcidos de Dios  ,http://us.imdb.com/title/tt0224005/,3,1983,['Tulio Demicheli'],"['Tulio Demicheli', 'Torcuato Luca de Tena']"
6399,The Man With Two Brains ,http://us.imdb.com/title/tt0085894/,1,1983,['Carl Reiner'],"['George Gipe', 'Steve Martin']"
6400,The Meaning of Life  ,http://us.imdb.com/title/tt0085959/,1,1983,"['Terry Jones', 'Terry Gilliam']","['Graham Chapman', 'John Cleese']"
6401,Merry Christmas Mr Lawrence ,http://us.imdb.com/title/tt0085933/,0,1983,['Nagisa Ôshima'],"['Laurens van der Post', 'Nagisa Ôshima']"
6402,Mickey's Christmas Carol  ,http://us.imdb.com/title/tt0085936/,1,1983,"['Burny Mattinson', 'Richard Rich']","['Charles Dickens', 'Burny Mattinson']"
6403,Mortelle randonnée  ,http://us.imdb.com/title/tt0084358/,3,1983,['Claude Miller'],"['Marc Behm', 'Michel Audiard']"
6404,Octopussy  ,http://us.imdb.com/title/tt0086034/,2,1983,['John Glen'],"['George MacDonald Fraser', 'Richard Maibaum']"
6405,The Outsiders  ,http://us.imdb.com/title/tt0086066/,2,1983,['Francis Ford Coppola'],"['Kathleen Rowell', 'S.E. Hinton']"
6406,Rumble Fish  ,http://us.imdb.com/title/tt0086216/,2,1983,['Francis Ford Coppola'],"['S.E. Hinton', 'S.E. Hinton']"
6407,Scarface  ,http://us.imdb.com/title/tt0086250/,1,1983,['Brian De Palma'],['Oliver Stone']
6408,Silkwood  ,http://us.imdb.com/title/tt0086312/,3,1983,['Mike Nichols'],"['Nora Ephron', 'Alice Arlen']"
6409,Star Wars: Episode VI - Return of the Jedi  ,http://us.imdb.com/title/tt0086190/,1,1983,['Richard Marquand'],"['Lawrence Kasdan', 'George Lucas']"
6410,Strange Brew  ,http://us.imdb.com/title/tt0086373/,1,1983,"['Rick Moranis', 'Dave Thomas']","['Rick Moranis', 'Dave Thomas']"
6411,Superman III  ,http://us.imdb.com/title/tt0086393/,3,1983,['Richard Lester'],"['Jerry Siegel', 'Joe Shuster']"
6412,Terms of Endearment  ,http://us.imdb.com/title/tt0086425/,3,1983,['James L. Brooks'],"['Larry McMurtry', 'James L. Brooks']"
6413,Terms of Endearment ,http://us.imdb.com/title/tt0086425/,1,1983,['James L. Brooks'],"['Larry McMurtry', 'James L. Brooks']"
6414,Trading Places  ,http://us.imdb.com/title/tt0086465/,1,1983,['John Landis'],"['Timothy Harris', 'Herschel Weingrod']"
6415,Videodrome  ,http://us.imdb.com/title/tt0086541/,2,1983,['David Cronenberg'],['David Cronenberg']
6416,WarGames  ,http://us.imdb.com/title/tt0086567/,1,1983,['John Badham'],"['Lawrence Lasker', 'Walter F. Parkes']"
6417,Yellowbeard  ,http://us.imdb.com/title/tt0086618/,1,1983,['Mel Damski'],"['Graham Chapman', 'Peter Cook']"
6418,Yentl  ,http://us.imdb.com/title/tt0086619/,3,1983,['Barbra Streisand'],"['Jack Rosenthal', 'Barbra Streisand']"
6419,48 Hrs.  ,http://us.imdb.com/title/tt0083511/,2,1982,['Walter Hill'],"['Roger Spottiswoode', 'Walter Hill']"
6420,An Officer and a Gentleman  ,http://us.imdb.com/title/tt0084434/,3,1982,['Taylor Hackford'],['Douglas Day Stewart']
6421,Annie  ,http://us.imdb.com/title/tt0083564/,3,1982,['John Huston'],"['Carol Sobieski', 'Thomas Meehan']"
6422,Banana Joe  ,http://us.imdb.com/title/tt0082045/,0,1982,['Steno'],"['Mario Amendola', 'Bruno Corbucci']"
6423,The Beast Within  ,http://us.imdb.com/title/tt0083629/,1,1982,['Philippe Mora'],"['Tom Holland', 'Edward Levy']"
6424,The Best Little Whorehouse in Texas  ,http://us.imdb.com/title/tt0083642/,3,1982,['Colin Higgins'],"['Larry L. King', 'Peter Masterson']"
6425,Blade Runner  ,http://us.imdb.com/title/tt0083658/,1,1982,['Ridley Scott'],"['Hampton Fancher', 'David Webb Peoples']"
6426,Cat People ,http://us.imdb.com/title/tt0083722/,3,1982,['Paul Schrader'],"['DeWitt Bodeen', 'Alan Ormsby']"
6427,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean  ",http://us.imdb.com/title/tt0083745/,3,1982,['Robert Altman'],"['Ed Graczyk', 'Ed Graczyk']"
6428,Conan the Barbarian  ,http://us.imdb.com/title/tt0082198/,1,1982,['John Milius'],"['Robert E. Howard', 'John Milius']"
6429,Countryman  ,http://us.imdb.com/title/tt0083762/,0,1982,['Dickie Jobson'],"['Dickie Jobson', 'Dickie Jobson']"
6430,The Dark Crystal  ,http://us.imdb.com/title/tt0083791/,1,1982,"['Jim Henson', 'Frank Oz']","['David Odell', 'Jim Henson']"
6431,Deathtrap  ,http://us.imdb.com/title/tt0083806/,3,1982,['Sidney Lumet'],"['Ira Levin', 'Jay Presson Allen']"
6432,Diner ,http://us.imdb.com/title/tt0083833/,1,1982,['Barry Levinson'],['Barry Levinson']
6433,The Draughtsman's Contract  ,http://us.imdb.com/title/tt0083851/,2,1982,['Peter Greenaway'],['Peter Greenaway']
6434,E.T.: The Extra-Terrestrial  ,http://us.imdb.com/title/tt0083866/,3,1982,['Steven Spielberg'],['Melissa Mathison']
6435,The Entity  ,http://us.imdb.com/title/tt0082334/,3,1982,['Sidney J. Furie'],"['Frank De Felitta', 'Frank De Felitta']"
6436,Evil Under the Sun  ,http://us.imdb.com/title/tt0083908/,3,1982,['Guy Hamilton'],['Anthony Shaffer']
6437,Fanny and Alexander  ,http://us.imdb.com/title/tt0083922/,2,1982,['Ingmar Bergman'],['Ingmar Bergman']
6438,Fast Times at Ridgemont High   ,http://us.imdb.com/title/tt0083929/,2,1982,['Amy Heckerling'],"['Cameron Crowe', 'Cameron Crowe']"
6439,Finye (The Wind) ,http://us.imdb.com/title/tt0083942/,3,1982,['Souleymane Cissé'],['Souleymane Cissé']
6440,First Blood  ,http://us.imdb.com/title/tt0083944/,0,1982,['Ted Kotcheff'],"['David Morrell', 'Michael Kozoll']"
6441,The Fits  ,http://us.imdb.com/title/tt4238858/,1,2015,['Anna Rose Holmer'],"['Anna Rose Holmer', 'Anna Rose Holmer']"
6442,Forbidden World  ,http://us.imdb.com/title/tt0083959/,3,1982,['Allan Holzman'],"['Tim Curnen', 'Jim Wynorski']"
6443,Frances ,http://us.imdb.com/title/tt0083967/,3,1982,['Graeme Clifford'],"['Eric Bergren', 'Christopher De Vore']"
6444,Friday the 13th Part III  ,http://us.imdb.com/title/tt0083972/,3,1982,['Steve Miner'],"['Martin Kitrosser', 'Carol Watson']"
6445,Godard's Passion ,http://us.imdb.com/title/tt0084481/,3,1982,['Jean-Luc Godard'],['Jean-Luc Godard']
6446,Grease 2  ,http://us.imdb.com/title/tt0084021/,3,1982,['Patricia Birch'],"['Ken Finkleman', 'Jim Jacobs']"
6447,The King of Comedy  ,http://us.imdb.com/title/tt0085794/,1,1982,['Martin Scorsese'],['Paul D. Zimmerman']
6448,Koyaanisqatsi  ,http://us.imdb.com/title/tt0085809/,0,1982,['Godfrey Reggio'],"['Ron Fricke', 'Michael Hoenig']"
6449,"Ladies and Gentlemen, the Fabulous Stains  ",http://us.imdb.com/title/tt0082639/,3,1982,['Lou Adler'],['Nancy Dowd']
6450,The Last American Virgin  ,http://us.imdb.com/title/tt0084234/,3,1982,['Boaz Davidson'],['Boaz Davidson']
6451,The Last Unicorn  ,http://us.imdb.com/title/tt0084237/,3,1982,"['Jules Bass', 'Arthur Rankin Jr.']","['Peter S. Beagle', 'Peter S. Beagle']"
6452,Le Retour de Martin Guerre  ,http://us.imdb.com/title/tt0084589/,3,1982,['Daniel Vigne'],"['Jean-Claude Carrière', 'Janet Lewis']"
6453,Liquid Sky ,http://us.imdb.com/title/tt0085852/,3,1982,['Slava Tsukerman'],"['Slava Tsukerman', 'Anne Carlisle']"
6454,Mil gritos tiene la noche [Pieces]  ,http://us.imdb.com/title/tt0082748/,1,1982,['Juan Piquer Simón'],"['Dick Randall', 'Roberto Loyola']"
6455,Missing ,http://us.imdb.com/title/tt0084335/,3,1982,['Costa-Gavras'],"['Costa-Gavras', 'Donald E. Stewart']"
6456,Pink Floyd The Wall  ,http://us.imdb.com/title/tt0084503/,0,1982,['Alan Parker'],"['Roger Waters', 'Roger Waters']"
6457,Poltergeist  ,http://us.imdb.com/title/tt0084516/,3,1982,['Tobe Hooper'],"['Steven Spielberg', 'Michael Grais']"
6458,Porky's   ,http://us.imdb.com/title/tt0084522/,2,1981,['Bob Clark'],['Bob Clark']
6459,Rocky III ,http://us.imdb.com/title/tt0084602/,0,1982,['Sylvester Stallone'],['Sylvester Stallone']
6460,The Scarlet Pimpernel  ,http://us.imdb.com/title/tt0084637/,2,1982,['Clive Donner'],"['William Bast', 'Baroness Emmuska Orczy']"
6461,The Secret of NIMH  ,http://us.imdb.com/title/tt0084649/,3,1982,['Don Bluth'],"[""Robert C. O'Brien"", 'Don Bluth']"
6462,The Slumber Party Massacre ,http://us.imdb.com/title/tt0084695/,3,1982,['Amy Holden Jones'],['Rita Mae Brown']
6463,Smithereens  ,http://us.imdb.com/title/tt0084698/,3,1982,['Susan Seidelman'],"['Susan Seidelman', 'Ron Nyswaner']"
6464,Sophie's Choice  ,http://us.imdb.com/title/tt0084707/,3,1982,['Alan J. Pakula'],"['William Styron', 'Alan J. Pakula']"
