Number,Movie,IMDB-link,Bechdel-Rating,Release-Year,Directors,Writers
4456,Scary Movie 3 ,http://us.imdb.com/title/tt0306047/,3,2003,['David Zucker'],"['Craig Mazin', 'Pat Proft']"
4457,The School of Rock  ,http://us.imdb.com/title/tt0332379/,3,2003,['Richard Linklater'],['Mike White']
4458,Secondhand Lions  ,http://us.imdb.com/title/tt0327137/,1,2003,['Tim McCanlies'],['Tim McCanlies']
4459,Shanghai Knights ,http://us.imdb.com/title/tt0300471/,1,2003,['David Dobkin'],"['Alfred Gough', 'Miles Millar']"
4460,Shattered Glass  ,http://us.imdb.com/title/tt0323944/,2,2003,['Billy Ray'],"['Buzz Bissinger', 'Billy Ray']"
4461,Sinbad: Legend of the Seven Seas  ,http://us.imdb.com/title/tt0165982/,2,2003,"['Patrick Gilmore', 'Tim Johnson']",['John Logan']
4462,Soldier's Girl  ,http://us.imdb.com/title/tt0324013/,3,2003,['Frank Pierson'],['Ron Nyswaner']
4463,Something's Gotta Give  ,http://us.imdb.com/title/tt0337741/,3,2003,['Nancy Meyers'],['Nancy Meyers']
4464,"Spring, Summer, Fall, Winter... and Spring  ",http://us.imdb.com/title/tt0374546/,1,2003,['Ki-duk Kim'],['Ki-duk Kim']
4465,Spy Kids 3-D: Game Over ,http://us.imdb.com/title/tt0338459/,3,2003,['Robert Rodriguez'],['Robert Rodriguez']
4466,Stara basn. Kiedy slonce bylo bogiem (An Ancient Tale: When the Sun was God)  ,http://us.imdb.com/title/tt0380726/,2,2003,['Jerzy Hoffman'],"['Józef Hen', 'Jerzy Hoffman']"
4467,The Station Agent  ,http://us.imdb.com/title/tt0340377/,3,2003,['Tom McCarthy'],['Tom McCarthy']
4468,Stupeur et Tremblements  ,http://us.imdb.com/title/tt0318725/,3,2003,['Alain Corneau'],"['Amélie Nothomb', 'Alain Corneau']"
4469,Sunset Story ,http://us.imdb.com/title/tt0368310/,3,2003,['Laura Gabbert'],"['Lucille Alpert', 'Irja Lloyd']"
4470,Swimming Pool ,http://us.imdb.com/title/tt0324133/,3,2003,['François Ozon'],"['François Ozon', 'Emmanuèle Bernheim']"
4471,Terminator 3: Rise of the Machines  ,http://us.imdb.com/title/tt0181852/,3,2003,['Jonathan Mostow'],"['James Cameron', 'Gale Anne Hurd']"
4472,Thirteen  ,http://us.imdb.com/title/tt0328538/,3,2003,['Catherine Hardwicke'],"['Catherine Hardwicke', 'Nikki Reed']"
4473,Time of the Wolf ,http://us.imdb.com/title/tt0324197/,2,2003,['Michael Haneke'],['Michael Haneke']
4474,Timeline  ,http://us.imdb.com/title/tt0300556/,1,2003,['Richard Donner'],"['Michael Crichton', 'Jeff Maguire']"
4475,Tokyo Godfathers  ,http://us.imdb.com/title/tt0388473/,3,2003,"['Satoshi Kon', 'Shôgo Furuya']","['Satoshi Kon', 'Satoshi Kon']"
4476,Tough Luck ,http://us.imdb.com/title/tt0376263/,0,2003,['Gary Ellis'],"['Todd King', 'Bill Boatman']"
4477,Undead  ,http://us.imdb.com/title/tt0339840/,3,2003,"['Michael Spierig', 'Peter Spierig']","['Michael Spierig', 'Peter Spierig']"
4478,Under the Tuscan Sun  ,http://us.imdb.com/title/tt0328589/,3,2003,['Audrey Wells'],"['Frances Mayes', 'Audrey Wells']"
4479,Underworld  ,http://us.imdb.com/title/tt0320691/,3,2003,['Len Wiseman'],"['Kevin Grevioux', 'Len Wiseman']"
4480,Uptown Girls  ,http://us.imdb.com/title/tt0263757/,3,2003,['Boaz Yakin'],"['Julia Dahl', 'Mo Ogrodnik']"
4481,View from the Top  ,http://us.imdb.com/title/tt0264150/,3,2003,['Bruno Barreto'],['Eric Wald']
4482,Voices of a Distant Star  ,http://us.imdb.com/title/tt0370754/,0,2002,['Makoto Shinkai'],['Makoto Shinkai']
4483,What a Girl Wants  ,http://us.imdb.com/title/tt0286788/,1,2003,['Dennie Gordon'],"['William Douglas-Home', 'William Douglas-Home']"
4484,Wrong Turn  ,http://us.imdb.com/title/tt0295700/,3,2003,['Rob Schmidt'],['Alan B. McElroy']
4485,X2 (X-Men 2)  ,http://us.imdb.com/title/tt0290334/,3,2003,['Bryan Singer'],"['Zak Penn', 'David Hayter']"
4486,24 Hour Party People  ,http://us.imdb.com/title/tt0274309/,1,2002,['Michael Winterbottom'],['Frank Cottrell Boyce']
4487,25th Hour  ,http://us.imdb.com/title/tt0307901/,2,2002,['Spike Lee'],"['David Benioff', 'David Benioff']"
4488,28 Days Later...  ,http://us.imdb.com/title/tt0289043/,3,2002,['Danny Boyle'],['Alex Garland']
4489,8 femmes  ,http://us.imdb.com/title/tt0283832/,3,2002,['François Ozon'],"['François Ozon', 'François Ozon']"
4490,8 Mile ,http://us.imdb.com/title/tt0298203/,1,2002,['Curtis Hanson'],['Scott Silver']
4491,A hidember ,http://us.imdb.com/title/tt0310567/,1,2002,['Géza Bereményi'],"['Géza Bereményi', 'Can Togay']"
4492,A la folie... pas du tout ,http://us.imdb.com/title/tt0291579/,3,2002,['Laetitia Colombani'],"['Laetitia Colombani', 'Caroline Thivel']"
4493,A mi madre le gustan las mujeres ,http://us.imdb.com/title/tt0306432/,3,2002,"['Daniela Féjerman', 'Inés París']","['Daniela Féjerman', 'Inés París']"
4494,A Walk to Remember  ,http://us.imdb.com/title/tt0281358/,3,2002,['Adam Shankman'],"['Nicholas Sparks', 'Karen Janszen']"
4495,About a Boy ,http://us.imdb.com/title/tt0276751/,2,2002,"['Chris Weitz', 'Paul Weitz']","['Nick Hornby', 'Peter Hedges']"
4496,About Schmidt ,http://us.imdb.com/title/tt0257360/,1,2002,['Alexander Payne'],"['Louis Begley', 'Alexander Payne']"
4497,Adaptation  ,http://us.imdb.com/title/tt0268126/,3,2002,['Spike Jonze'],"['Susan Orlean', 'Charlie Kaufman']"
4498,The Adventures of Pluto Nash  ,http://us.imdb.com/title/tt0180052/,2,2002,['Ron Underwood'],['Neil Cuthbert']
4499,All or Nothing  ,http://us.imdb.com/title/tt0286261/,3,2002,['Mike Leigh'],['Mike Leigh']
4500,Amandla! A Revolution in Four Part Harmony  ,http://us.imdb.com/title/tt0303297/,3,2002,['Lee Hirsch'],['Lee Hirsch']
4501,Amen. ,http://us.imdb.com/title/tt0280653/,1,2002,['Costa-Gavras'],"['Costa-Gavras', 'Jean-Claude Grumberg']"
4502,Antwone Fisher ,http://us.imdb.com/title/tt0168786/,1,2002,['Denzel Washington'],['Antwone Fisher']
4503,Armitage: Dual Matrix  ,http://us.imdb.com/title/tt0303678/,1,2002,['Katsuhito Akiyama'],"['Naoko Hasegawa', 'Hideki Kakinuma']"
4504,Asterix & Obelix: Mission Cleopatra (Astérix et Obélix: Mission Cléopâtre)  ,http://us.imdb.com/title/tt0250223/,3,2002,['Alain Chabat'],"['René Goscinny', 'Albert Uderzo']"
4505,Austin Powers in Goldmember ,http://us.imdb.com/title/tt0295178/,1,2002,['Jay Roach'],"['Mike Myers', 'Michael McCullers']"
4506,Bang Bang You're Dead  ,http://us.imdb.com/title/tt0288439/,1,2002,['Guy Ferland'],['William Mastrosimone']
4507,The Banger Sisters  ,http://us.imdb.com/title/tt0280460/,3,2002,['Bob Dolman'],['Bob Dolman']
4508,Barbie as Rapunzel  ,http://us.imdb.com/title/tt0313255/,0,2002,['Owen Hurley'],"['Elana Lesser', 'Cliff Ruby']"
4509,Below  ,http://us.imdb.com/title/tt0276816/,0,2002,['David Twohy'],"['Lucas Sussman', 'Darren Aronofsky']"
4510,Bend It Like Beckham   ,http://us.imdb.com/title/tt0286499/,3,2002,['Gurinder Chadha'],"['Gurinder Chadha', 'Guljit Bindra']"
4511,Big Girls Don't Cry  ,http://us.imdb.com/title/tt0291213/,3,2002,['Maria von Heland'],['Maria von Heland']
4512,Blade II  ,http://us.imdb.com/title/tt0187738/,1,2002,['Guillermo del Toro'],"['Marv Wolfman', 'Gene Colan']"
4513,Blue Crush  ,http://us.imdb.com/title/tt0300532/,3,2002,['John Stockwell'],"['Susan Orlean', 'Lizzy Weiss']"
4514,The Bourne Identity  ,http://us.imdb.com/title/tt0258463/,1,2002,['Doug Liman'],"['Tony Gilroy', 'W. Blake Herron']"
4515,Cabin Fever  ,http://us.imdb.com/title/tt0303816/,3,2002,['Eli Roth'],"['Eli Roth', 'Randy Pearlstein']"
4516,Cadet Kelly  ,http://us.imdb.com/title/tt0294425/,3,2002,['Larry Shaw'],"['Gail Parent', 'Michael Walsh']"
4517,Carrie  ,http://us.imdb.com/title/tt0319970/,3,2002,['David Carson'],"['Bryan Fuller', 'Stephen King']"
4518,Catch Me If You Can  ,http://us.imdb.com/title/tt0264464/,1,2002,['Steven Spielberg'],"['Jeff Nathanson', 'Frank Abagnale Jr.']"
4519,Charlotte Sometimes ,http://us.imdb.com/title/tt0284478/,2,2002,['Eric Byler'],"['Eric Byler', 'Eric Byler']"
4520,Chicago ,http://us.imdb.com/title/tt0299658/,3,2002,['Rob Marshall'],"['Bill Condon', 'Bob Fosse']"
4521,City of God  ,http://us.imdb.com/title/tt0317248/,1,2002,"['Fernando Meirelles', 'Kátia Lund']","['Paulo Lins', 'Bráulio Mantovani']"
4522,The Coast Guard  ,http://us.imdb.com/title/tt0341384/,1,2002,['Ki-duk Kim'],['Ki-duk Kim']
4523,Confessions of a Dangerous Mind  ,http://us.imdb.com/title/tt0270288/,2,2002,['George Clooney'],"['Chuck Barris', 'Charlie Kaufman']"
4524,Crossroads  ,http://us.imdb.com/title/tt0275022/,3,2002,['Tamra Davis'],['Shonda Rhimes']
4525,Cube2: Hypercube  ,http://us.imdb.com/title/tt0285492/,3,2002,['Andrzej Sekula'],"['Sean Hood', 'Sean Hood']"
4526,Cypher ,http://us.imdb.com/title/tt0284978/,1,2002,['Vincenzo Natali'],['Brian King']
4527,The Dangerous Lives of Altar Boys  ,http://us.imdb.com/title/tt0238924/,1,2002,['Peter Care'],"['Chris Fuhrman', 'Jeff Stockwell']"
4528,Dark Water (Honogurai mizu no soko kara)  ,http://us.imdb.com/title/tt0308379/,3,2002,['Hideo Nakata'],"['Kôji Suzuki', ""Ken'ichi Suzuki""]"
4529,Death to Smoochy  ,http://us.imdb.com/title/tt0266452/,2,2002,['Danny DeVito'],['Adam Resnick']
4530,demonlover ,http://us.imdb.com/title/tt0284034/,3,2002,['Olivier Assayas'],['Olivier Assayas']
4531,Devdas  ,http://us.imdb.com/title/tt0238936/,3,2002,['Sanjay Leela Bhansali'],"['Saratchandra Chatterjee', 'Prakash Kapadia']"
4532,Die Another Day  ,http://us.imdb.com/title/tt0246460/,2,2002,['Lee Tamahori'],"['Ian Fleming', 'Neal Purvis']"
4533,Dirty Pretty Things  ,http://us.imdb.com/title/tt0301199/,3,2002,['Stephen Frears'],['Steven Knight']
4534,Divine Secrets of the Ya-Ya Sisterhood  ,http://us.imdb.com/title/tt0279778/,3,2002,['Callie Khouri'],"['Rebecca Wells', 'Mark Andrus']"
4535,Dog Soldiers  ,http://us.imdb.com/title/tt0280609/,0,2002,['Neil Marshall'],['Neil Marshall']
4536,Dracula: Pages from a Virgin's Diary  ,http://us.imdb.com/title/tt0293113/,1,2002,['Guy Maddin'],"['Bram Stoker', 'Mark Godden']"
4537,Dragonfly ,http://us.imdb.com/title/tt0259288/,1,2002,['Tom Shadyac'],"['Brandon Camp', 'Mike Thompson']"
4538,Drumline ,http://us.imdb.com/title/tt0303933/,1,2002,['Charles Stone III'],"['Shawn Schepps', 'Tina Gordon']"
4539,El bonaerense  ,http://us.imdb.com/title/tt0315850/,1,2002,['Pablo Trapero'],"['Nicolas Gueilburt', 'Ricardo Ragendorfer']"
4540,Embrassez qui vous voudrez  ,http://us.imdb.com/title/tt0290916/,3,2002,['Michel Blanc'],"['Michel Blanc', 'Joseph Connolly']"
4541,Equilibrium  ,http://us.imdb.com/title/tt0238380/,1,2002,['Kurt Wimmer'],['Kurt Wimmer']
4542,Far from Heaven  ,http://us.imdb.com/title/tt0297884/,3,2002,['Todd Haynes'],['Todd Haynes']
4543,Femme Fatale  ,http://us.imdb.com/title/tt0280665/,3,2002,['Brian De Palma'],['Brian De Palma']
4544,Frida  ,http://us.imdb.com/title/tt0120679/,2,2002,['Julie Taymor'],"['Hayden Herrera', 'Clancy Sigal']"
4545,Friday After Next ,http://us.imdb.com/title/tt0293815/,2,2002,['Marcus Raboy'],"['Ice Cube', 'DJ Pooh']"
4546,Froid comme l'été (Cold as Summer)  ,http://us.imdb.com/title/tt0305589/,3,2002,['Jacques Maillot'],"['Pierre Chosson', 'Jacques Maillot']"
4547,Funny Ha Ha  ,http://us.imdb.com/title/tt0327753/,3,2002,['Andrew Bujalski'],['Andrew Bujalski']
4548,Gangs of New York ,http://us.imdb.com/title/tt0217505/,1,2002,['Martin Scorsese'],"['Jay Cocks', 'Jay Cocks']"
4549,Gerry  ,http://us.imdb.com/title/tt0302674/,0,2002,['Gus Van Sant'],"['Casey Affleck', 'Matt Damon']"
4550,The Good Girl  ,http://us.imdb.com/title/tt0279113/,3,2002,['Miguel Arteta'],['Mike White']
4551,Hable con ella [Talk to Her]  ,http://us.imdb.com/title/tt0287467/,3,2002,['Pedro Almodóvar'],['Pedro Almodóvar']
4552,Harry Potter and the Chamber of Secrets  ,http://us.imdb.com/title/tt0295297/,3,2002,['Chris Columbus'],"['J.K. Rowling', 'Steve Kloves']"
4553,High Crimes  ,http://us.imdb.com/title/tt0257756/,3,2002,['Carl Franklin'],"['Joseph Finder', 'Yuri Zeltser']"
4554,Home Room ,http://us.imdb.com/title/tt0264689/,3,2002,['Paul F. Ryan'],['Paul F. Ryan']
4555,The Hot Chick  ,http://us.imdb.com/title/tt0302640/,3,2002,['Tom Brady'],"['Tom Brady', 'Rob Schneider']"
4556,The Hours  ,http://us.imdb.com/title/tt0274558/,3,2002,['Stephen Daldry'],"['Michael Cunningham', 'David Hare']"
4557,The Hunchback of  Notre Dame II  ,http://us.imdb.com/title/tt0257778/,1,2002,['Bradley Raymond'],"['Jule Selbo', 'Flip Kobler']"
4558,I Spy ,http://us.imdb.com/title/tt0297181/,1,2002,['Betty Thomas'],"['Morton S. Fine', 'David Friedkin']"
4559,I'm with Lucy  ,http://us.imdb.com/title/tt0282593/,0,2002,['Jon Sherman'],['Eric Pomerance']
4560,Ice Age   ,http://us.imdb.com/title/tt0268380/,0,2002,"['Chris Wedge', 'Carlos Saldanha']","['Michael J. Wilson', 'Michael Berg']"
4561,Igby Goes Down  ,http://us.imdb.com/title/tt0280760/,2,2002,['Burr Steers'],['Burr Steers']
4562,The Importance of Being Earnest  ,http://us.imdb.com/title/tt0278500/,3,2002,['Oliver Parker'],"['Oscar Wilde', 'Oliver Parker']"
4563,Infernal Affairs  ,http://us.imdb.com/title/tt0338564/,1,2002,"['Andrew Lau Wai-Keung', 'Alan Mak']","['Alan Mak', 'Felix Chong']"
4564,Insomnia ,http://us.imdb.com/title/tt0278504/,1,2002,['Christopher Nolan'],"['Hillary Seitz', 'Nikolaj Frobenius']"
4565,Intimate Stories  ,http://us.imdb.com/title/tt0291988/,3,2002,['Carlos Sorin'],['Pablo Solarz']
4566,Irreversible ,http://us.imdb.com/title/tt0290673/,1,2002,['Gaspar Noé'],['Gaspar Noé']
4567,Is It College Yet?  ,http://us.imdb.com/title/tt0285627/,3,2002,['Karen Disher'],"['Glenn Eichler', 'Peggy Nicoll']"
4568,Ju-on: The Grudge  ,http://us.imdb.com/title/tt0364385/,3,2002,['Takashi Shimizu'],['Takashi Shimizu']
4569,K-19: The Widowmaker ,http://us.imdb.com/title/tt0267626/,0,2002,['Kathryn Bigelow'],"['Louis Nowra', 'Christopher Kyle']"
4570,Life or Something Like It  ,http://us.imdb.com/title/tt0282687/,3,2002,['Stephen Herek'],"['John Scott Shepherd', 'John Scott Shepherd']"
4571,Lilo and Stitch  ,http://us.imdb.com/title/tt0275847/,3,2002,"['Dean DeBlois', 'Chris Sanders']","['Chris Sanders', 'Chris Sanders']"
4572,Lilya 4-Ever  ,http://us.imdb.com/title/tt0300140/,3,2002,['Lukas Moodysson'],['Lukas Moodysson']
4573,The Lord of the Rings: The Two Towers  ,http://us.imdb.com/title/tt0167261/,1,2002,['Peter Jackson'],"['J.R.R. Tolkien', 'Fran Walsh']"
4574,Los lunes al sol ,http://us.imdb.com/title/tt0319769/,1,2002,['Fernando León de Aranoa'],"['Fernando León de Aranoa', 'Ignacio del Moral']"
4575,Low-Flying Aircraft ,http://us.imdb.com/title/tt0190975/,3,2002,['Solveig Nordlund'],"['J.G. Ballard', 'Solveig Nordlund']"
4576,The Magdalene Sisters  ,http://us.imdb.com/title/tt0318411/,3,2002,['Peter Mullan'],['Peter Mullan']
4577,Maggie and Annie  ,http://us.imdb.com/title/tt0426089/,3,2002,['Kimberly K. Wilson'],['Kimberly K. Wilson']
4578,Maid in Manhattan  ,http://us.imdb.com/title/tt0252076/,3,2002,['Wayne Wang'],"['John Hughes', 'Kevin Wade']"
4579,Marion Bridge  ,http://us.imdb.com/title/tt0329355/,3,2002,['Wiebke von Carolsfeld'],"['Daniel MacIvor', 'Daniel MacIvor']"
4580,The Master of Disguise ,http://us.imdb.com/title/tt0295427/,1,2002,['Perry Andelin Blake'],"['Dana Carvey', 'Harris Goldberg']"
4581,May ,http://us.imdb.com/title/tt0303361/,3,2002,['Lucky McKee'],['Lucky McKee']
4582,Men in Black II ,http://us.imdb.com/title/tt0120912/,1,2002,['Barry Sonnenfeld'],"['Lowell Cunningham', 'Robert Gordon']"
4583,Minority Report  ,http://us.imdb.com/title/tt0181689/,1,2002,['Steven Spielberg'],"['Philip K. Dick', 'Scott Frank']"
4584,Moonlight Mile  ,http://us.imdb.com/title/tt0179098/,3,2002,['Brad Silberling'],['Brad Silberling']
4585,The Mothman Prophecies  ,http://us.imdb.com/title/tt0265349/,2,2002,['Mark Pellington'],"['Richard Hatem', 'John A. Keel']"
4586,Mr Deeds  ,http://us.imdb.com/title/tt0280590/,2,2002,['Steven Brill'],"['Clarence Budington Kelland', 'Robert Riskin']"
4587,My Big Fat Greek Wedding  ,http://us.imdb.com/title/tt0259446/,3,2002,['Joel Zwick'],['Nia Vardalos']
4588,Naqoyqatsi  ,http://us.imdb.com/title/tt0145937/,0,2002,['Godfrey Reggio'],['Godfrey Reggio']
4589,Neko no ongaeshi (The cat returns)  ,http://us.imdb.com/title/tt0347618/,3,2002,['Hiroyuki Morita'],"['Aoi Hiiragi', 'Reiko Yoshida']"
4590,No Night Is Too Long ,http://us.imdb.com/title/tt0313410/,1,2002,['Tom Shankland'],"['Kevin Elyot', 'Ruth Rendell']"
4591,One Hour Photo  ,http://us.imdb.com/title/tt0265459/,1,2002,['Mark Romanek'],['Mark Romanek']
4592,Panic Room  ,http://us.imdb.com/title/tt0258000/,3,2002,['David Fincher'],['David Koepp']
4593,Phone Booth ,http://us.imdb.com/title/tt0183649/,1,2002,['Joel Schumacher'],['Larry Cohen']
4594,The Pianist  ,http://us.imdb.com/title/tt0253474/,1,2002,['Roman Polanski'],"['Ronald Harwood', 'Wladyslaw Szpilman']"
4595,The Powerpuff Girls  ,http://us.imdb.com/title/tt0289408/,3,2002,['Craig McCracken'],"['Charlie Bean', 'Lauren Faust']"
4596,Punch-Drunk Love  ,http://us.imdb.com/title/tt0272338/,1,2002,['Paul Thomas Anderson'],['Paul Thomas Anderson']
4597,Queen of the Damned  ,http://us.imdb.com/title/tt0238546/,3,2002,['Michael Rymer'],"['Anne Rice', 'Scott Abbott']"
4598,The Quiet American  ,http://us.imdb.com/title/tt0258068/,2,2002,['Phillip Noyce'],"['Graham Greene', 'Christopher Hampton']"
4599,Rabbit-Proof Fence  ,http://us.imdb.com/title/tt0252444/,3,2002,['Phillip Noyce'],"['Doris Pilkington', 'Christine Olsen']"
4600,The Rats  ,http://us.imdb.com/title/tt0282418/,3,2002,['John Lafia'],['Frank Deasy']
4601,Real Women Have Curves  ,http://us.imdb.com/title/tt0296166/,3,2002,['Patricia Cardoso'],"['Josefina Lopez', 'George LaVoo']"
4602,Red Dragon  ,http://us.imdb.com/title/tt0289765/,1,2002,['Brett Ratner'],"['Thomas Harris', 'Ted Tally']"
4603,Reign of Fire ,http://us.imdb.com/title/tt0253556/,1,2002,['Rob Bowman'],"['Gregg Chabot', 'Kevin Peterka']"
4604,Resident Evil  ,http://us.imdb.com/title/tt0120804/,3,2002,['Paul W.S. Anderson'],['Paul W.S. Anderson']
4605,The Ring  ,http://us.imdb.com/title/tt0298130/,3,2002,['Gore Verbinski'],"['Ehren Kruger', 'Kôji Suzuki']"
4606,Ripley's Game  ,http://us.imdb.com/title/tt0265651/,1,2002,['Liliana Cavani'],"['Charles McKeown', 'Liliana Cavani']"
4607,Road to Perdition  ,http://us.imdb.com/title/tt0257044/,0,2002,['Sam Mendes'],"['Max Allan Collins', 'Richard Piers Rayner']"
4608,Rose Red  ,http://us.imdb.com/title/tt0259153/,3,None,"['Nancy Travis', 'Matt Keeslar', 'Kimberly J. Brown', 'See full cast & crew']",None
4609,The Rules of Attraction  ,http://us.imdb.com/title/tt0292644/,3,2002,['Roger Avary'],"['Bret Easton Ellis', 'Roger Avary']"
4610,S1m0ne  ,http://us.imdb.com/title/tt0258153/,3,2002,['Andrew Niccol'],['Andrew Niccol']
4611,The Santa Clause 2  ,http://us.imdb.com/title/tt0304669/,1,2002,['Michael Lembeck'],"['Don Rhymer', 'Cinco Paul']"
4612,Scooby-Doo  ,http://us.imdb.com/title/tt0267913/,3,2002,['Raja Gosnell'],"['James Gunn', 'Craig Titley']"
4613,The Scorpion King ,http://us.imdb.com/title/tt0277296/,0,2002,['Chuck Russell'],"['Stephen Sommers', 'Jonathan Hales']"
4614,Secretary  ,http://us.imdb.com/title/tt0274812/,3,2002,['Steven Shainberg'],"['Erin Cressida Wilson', 'Mary Gaitskill']"
4615,Signs  ,http://us.imdb.com/title/tt0286106/,1,2002,['M. Night Shyamalan'],['M. Night Shyamalan']
4616,Snow Dogs ,http://us.imdb.com/title/tt0281373/,1,2002,['Brian Levant'],"['Jim Kouf', 'Tommy Swerdlow']"
4617,Solaris ,http://us.imdb.com/title/tt0307479/,1,2002,['Steven Soderbergh'],"['Stanislaw Lem', 'Steven Soderbergh']"
4618,Spider ,http://us.imdb.com/title/tt0278731/,2,2002,['David Cronenberg'],"['Patrick McGrath', 'Patrick McGrath']"
4619,Spider-Man ,http://us.imdb.com/title/tt0145487/,1,2002,['Sam Raimi'],"['Stan Lee', 'Steve Ditko']"
4620,Spirit: Stallion of the Cimarron  ,http://us.imdb.com/title/tt0166813/,1,2002,"['Kelly Asbury', 'Lorna Cook']","['John Fusco', 'Michael Lucker']"
4621,Spun  ,http://us.imdb.com/title/tt0283003/,3,2002,['Jonas Åkerlund'],"['Will De Los Santos', 'Creighton Vero']"
4622,Spy Kids 2: Island of Lost Dreams ,http://us.imdb.com/title/tt0287717/,3,2002,['Robert Rodriguez'],['Robert Rodriguez']
4623,Star Trek: Nemesis  ,http://us.imdb.com/title/tt0253754/,1,2002,['Stuart Baird'],"['Gene Roddenberry', 'John Logan']"
4624,Star Wars: Episode II - Attack of the Clones  ,http://us.imdb.com/title/tt0121765/,3,2002,['George Lucas'],"['George Lucas', 'Jonathan Hales']"
4625,Sweet Home Alabama  ,http://us.imdb.com/title/tt0256415/,3,2002,['Andy Tennant'],"['Douglas J. Eboch', 'C. Jay Cox']"
4626,Sweet Sixteen  ,http://us.imdb.com/title/tt0313670/,0,2002,['Ken Loach'],['Paul Laverty']
4627,The Sweetest Thing  ,http://us.imdb.com/title/tt0253867/,3,2002,['Roger Kumble'],['Nancy M. Pimental']
4628,Sympathy for Mr. Vengeance  ,http://us.imdb.com/title/tt0310775/,3,2002,['Chan-wook Park'],"['Jae-sun Lee', 'Jong-yong Lee']"
4629,Tan de repente ,http://us.imdb.com/title/tt0324158/,3,2002,['Diego Lerman'],"['César Aira', 'Diego Lerman']"
4630,Teknolust  ,http://us.imdb.com/title/tt0270688/,3,2002,['Lynn Hershman-Leeson'],['Lynn Hershman-Leeson']
4631,Ten  ,http://us.imdb.com/title/tt0301978/,3,2002,['Abbas Kiarostami'],['Abbas Kiarostami']
4632,They  ,http://us.imdb.com/title/tt0283632/,3,2002,['Robert Harmon'],['Brendan Hood']
4633,Time Changer  ,http://us.imdb.com/title/tt0295725/,0,2002,['Rich Christiano'],['Rich Christiano']
4634,Tipping the Velvet  ,http://us.imdb.com/title/tt0324264/,3,None,"['Rachael Stirling', 'Keeley Hawes', 'Anna Chancellor', 'See full cast & crew']",None
4635,Tomie: Saishuu-sho - kindan no kajitsu  ,http://us.imdb.com/title/tt0348226/,3,2002,['Shun Nakahara'],"['Yoshinobu Fujioka', 'Junji Ito']"
4636,The Transporter ,http://us.imdb.com/title/tt0293662/,0,2002,"['Louis Leterrier', 'Corey Yuen']","['Luc Besson', 'Robert Mark Kamen']"
4637,Treasure Planet  ,http://us.imdb.com/title/tt0133240/,3,2002,"['Ron Clements', 'John Musker']","['Robert Louis Stevenson', 'Ron Clements']"
4638,Tuck Everlasting ,http://us.imdb.com/title/tt0283084/,3,2002,['Jay Russell'],"['Natalie Babbitt', 'Jeffrey Lieber']"
4639,The Tuxedo ,http://us.imdb.com/title/tt0290095/,0,2002,['Kevin Donovan'],"['Phil Hay', 'Matt Manfredi']"
4640,The Twilight Samurai  ,http://us.imdb.com/title/tt0351817/,3,2002,['Yôji Yamada'],"['Shûhei Fujisawa', 'Yôji Yamada']"
4641,Two Weeks Notice  ,http://us.imdb.com/title/tt0313737/,3,2002,['Marc Lawrence'],['Marc Lawrence']
4642,Undercover Brother  ,http://us.imdb.com/title/tt0279493/,3,2002,['Malcolm D. Lee'],"['John Ridley', 'John Ridley']"
4643,Unfaithful  ,http://us.imdb.com/title/tt0250797/,3,2002,['Adrian Lyne'],"['Claude Chabrol', 'Alvin Sargent']"
4644,The Vagina Monologues  ,http://us.imdb.com/title/tt0244283/,0,2002,['Eve Ensler'],['Eve Ensler']
4645,Valami Amerika ,http://us.imdb.com/title/tt0303184/,1,2002,['Gábor Herendi'],"['Gábor Herendi', 'Gyula Márton']"
4646,Waking Up in Reno  ,http://us.imdb.com/title/tt0219400/,3,2002,['Jordan Brady'],"['Brent Briscoe', 'Mark Fauser']"
4647,We Were Soldiers  ,http://us.imdb.com/title/tt0277434/,3,2002,['Randall Wallace'],"['Harold G. Moore', 'Joseph L. Galloway']"
4648,Whale Rider ,http://us.imdb.com/title/tt0298228/,3,2002,['Niki Caro'],"['Niki Caro', 'Witi Ihimaera']"
4649,White Oleander  ,http://us.imdb.com/title/tt0283139/,3,2002,['Peter Kosminsky'],"['Janet Fitch', 'Mary Agnes Donoghue']"
4650,Wilbur Wants to Kill Himself  ,http://us.imdb.com/title/tt0329767/,3,2002,['Lone Scherfig'],"['Lone Scherfig', 'Anders Thomas Jensen']"
4651,The Wild Thornberrys Movie  ,http://us.imdb.com/title/tt0282120/,3,2002,"['Cathy Malkasian', 'Jeff McGrath']","['Arlene Klasky', 'Gabor Csupo']"
4652,Windtalkers  ,http://us.imdb.com/title/tt0245562/,0,2002,['John Woo'],"['John Rice', 'Joe Batteer']"
4653,WiseGirls ,http://us.imdb.com/title/tt0284655/,3,2002,['David Anspaugh'],['John Meadows']
4654,xXx  ,http://us.imdb.com/title/tt0295701/,1,2002,['Rob Cohen'],['Rich Wilkes']
4655,Ying xiong (Hero)  ,http://us.imdb.com/title/tt0299977/,3,2002,['Yimou Zhang'],"['Feng Li', 'Yimou Zhang']"
4656,Yossi & Jagger  ,http://us.imdb.com/title/tt0334754/,2,2002,['Eytan Fox'],['Avner Bernheimer']
4657,The 51st State  ,http://us.imdb.com/title/tt0227984/,0,2001,['Ronny Yu'],['Stel Pavlou']
